1,1,Lost,Pilot: Part 1,9.4,,2004
1,2,Lost,Pilot: Part 2,9.3,,2004
1,3,Lost,Tabula Rasa,8.7,,2004
1,4,Lost,Walkabout,9.2,,2004
1,5,Lost,White Rabbit,8.6,,2004
1,6,Lost,House of the Rising Sun,8.4,,2004
1,7,Lost,"Moth, The",8.6,,2004
1,8,Lost,Confidence Man,8.9,,2004
1,9,Lost,Solitary,8.7,,2004
1,10,Lost,Raised by Another,8.8,,2004
1,11,Lost,All the Best Cowboys Have Daddy Issues,9.0,,2004
1,12,Lost,Whatever the Case May Be,8.2,,2005
1,13,Lost,Hearts and Minds,8.3,,2005
1,14,Lost,Special,8.3,,2005
1,15,Lost,Homecoming,8.5,,2005
1,16,Lost,Outlaws,8.8,,2005
1,17,Lost,...In Translation,8.6,,2005
1,18,Lost,Numbers,9.2,,2005
1,19,Lost,Deus Ex Machina,9.2,,2005
1,20,Lost,Do No Harm,9.0,,2005
1,21,Lost,"Greater Good, The",8.5,,2005
1,22,Lost,Born to Run,8.3,,2005
1,23,Lost,Exodus: Part 1,9.3,,2005
1,24,Lost,Exodus: Part 2 (Part I),9.5,,2005
