77	"S6:E10 "Next World, The""	8.5	-0.003947368421052033	6.71	0	
78	"S6:E11 Knots Untie"	8.4	-0.10389610389610304	5.547	0	
79	"S6:E12 Not Tomorrow Yet"	9.1	0.5974358974358971	7.225	0	
80	"S6:E13 "Same Boat, The""	8.7	0.18987341772151822	6.685	0	
81	"S6:E14 Twice as Far"	8.2	-0.3125	5.576	0	
82	"S6:E15 East"	8.1	-0.4086419753086421	5.548	0	
83	"S6:E16 Last Day on Earth"	6.2	-2.303658536585366	22.722	0	
84	"S7:E1 "Day Will Come When You Won't Be, The""	9.2	0.7240963855421683	29.281	0	
85	"S7:E2 "Well, The""	7.3	-1.184523809523811	7.974	1	
86	"S7:E3 "Cell, The""	7.8	-0.6705882352941179	6.548	1	
87	"S7:E4 Service"	7.9	-0.5627906976744175	6.247	1	
88	"S7:E5 Go Getters"	7.1	-1.3563218390804614	5.567	1	
89	"S7:E6 Swear"	5.8	-2.6409090909090898	7.516	1	
90	"S7:E7 Sing Me a Song"	8.3	-0.11123595505617878	5.345	1	
91	"S7:E8 Hearts Still Beating"	9	0.5899999999999999	6.389	0	
92	"S7:E9 Rock in the Road"	8.6	0.18351648351648286	3.056	0	
